"","arm","cluster","Health_Sub_District","name_1","DIDE_CODE","year","res_1","res_2","LLIN_USE_BASELINE","X3_and_over_net_use_baseline","Predominant_Brand_BASELINE","Nets_Per_person_6m","sleeping_under_net_6m","Nets_Per_person_12m","sleeping_under_net_12m","Nets_Per_person_18m","sleeping_under_net_18m","sleeping_under_net_25m","Net_Type","Distribution_Month","month","days_after_jan_2017","year.1","Prevalence_baseline_2_10_yrs","Number_tested_baseline","Prevalence_6m","Number_tested_6m","Prevalence_12m","Number_tested_12m","Prevalence_18m","Number_tested_18m","Prevalence_25m","dn0_med_2014","rn0_med_2014","gamman_med_2014","dn0_med_2017","rn0_med_2017","gamman_med_2017","seasonal_a0","seasonal_a1","seasonal_b1","seasonal_a2","seasonal_b2","seasonal_a3","seasonal_b3","itn_leave_durMean","eir_est"
"52",3,47,"Kinkizi West","Kanungu",103265,2017,0.49,0.65,0.861111111,0.741935484,"PermaNet 2.0",0.505703422,0.927756654,0.554166667,0.875,0.540229885,0.800766284,0.62,"PermaNet 2.0","Jul-17",NA,195,2017,0.1704545,88,0.106060606,66,0.093333333,75,0.051282051,78,0.127,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,2.377721795,0.468221108,-0.247772617,-1.629264664,-0.637034171,0.042847749,-0.174969706,15,11.2931345826452
"53",3,52,"Bugangaizi East","Kibale",103270,2017,0.49,0.65,0.946666667,0.830985915,"DawaNet",0.532,0.96,0.486577181,0.667785235,0.48409894,0.80565371,0.685,"PermaNet 2.0","Jul-17",NA,195,2017,0.4454545,110,0.164556962,79,0.289855072,69,0.295774648,71,0.395,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,2.817740943,-0.726461582,-0.641660125,-1.81789415,-0.42183137,0.299490368,-0.428818572,10.21775038,63.2532530107427
"54",3,54,"Buyaga East","Kibale",103270,2017,0.49,0.65,0.975609756,0.4,"PermaNet 2.0",0.483636364,0.901818182,0.56,0.84,0.231316726,0.512455516,NA,"PermaNet 2.0","Jul-17",NA,195,2017,0.4366197,71,0.277777778,72,0.213114754,61,0.453125,64,NA,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,2.817740943,-0.726461582,-0.641660125,-1.81789415,-0.42183137,0.299490368,-0.428818572,15,60.1781001632725
"55",3,55,"Buyanja","Kibale",103270,2017,0.49,0.65,0.976190476,0.048780488,"PermaNet 2.0",0.540650407,0.845528455,0.484732824,0.812977099,0.439688716,0.836575875,0.775,"PermaNet 2.0","Jul-17",NA,195,2017,0.2680412,97,0.169014085,71,0.294117647,68,0.236111111,72,0.437,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,2.817740943,-0.726461582,-0.641660125,-1.81789415,-0.42183137,0.299490368,-0.428818572,8.814842181,21.2132915320089
"56",3,57,"Bufumbira East","Kisoro",103272,2017,0.49,0.65,0.952380952,0.65,"PermaNet 2.0",0.515503876,0.899224806,0.487804878,0.821138211,0.474074074,0.87037037,0.574,"PermaNet 2.0","Jul-17",NA,195,2017,0.010989,91,0.011764706,85,0.015384615,65,0.013157895,76,0.061,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,2.649764481,0.998269682,0.123568997,-1.763089682,-0.554628797,-0.238093298,-0.361002398,3.79146916,1
"57",3,62,"Ndorwa West","Kabale",103258,2017,0.49,0.65,0.789473684,0.346666667,"PermaNet 2.0",0.515503876,0.856589147,0.584745763,0.843220339,0.486055777,0.864541833,0.776,"PermaNet 2.0","Jul-17",NA,195,2017,0,83,0.013333333,75,0,66,0,75,0.014,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,2.257176723,0.716735372,0.235107316,-1.580660175,-0.625648276,-0.052080232,-0.346186227,11.32097816,1
"58",3,69,"Bukooli South","Bugiri",103250,2017,0.49,0.65,0.925531915,0.275862069,"PermaNet 2.0",0.534136546,0.742971888,0.581818182,0.952727273,0.477272727,0.916666667,0.884,"PermaNet 2.0","Jul-17",NA,195,2017,0.7019231,104,0.460526316,76,0.602040816,98,0.434782609,92,0.684,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,3.358507008,-1.025557328,0.339694221,-1.861343857,-1.152679703,0.168450672,-0.203203006,3.834836375,222.208965107033
"59",3,73,"Jinja Municipal","Jinja",103257,2017,0.49,0.65,0.711538462,0.608108108,"PermaNet 2.0",0.517509728,0.848249027,0.424369748,0.701680672,0.390625,0.671875,0.703,"PermaNet 2.0","Jul-17",NA,195,2017,0.1020408,98,0.041666667,72,0.014084507,71,0.029411765,68,0.014,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,3.267883339,-0.981919556,0.383780077,-1.825071337,-1.151788839,0.411421461,-0.503601461,7.907846227,6.57174177143505
"60",3,74,"Kagoma","Jinja",103257,2017,0.49,0.65,0.945454545,0.461538462,"PermaNet 2.0",0.481884058,0.815217391,0.469924812,0.703007519,0.521568627,0.905882353,0.496,"PermaNet 2.0","Jul-17",NA,195,2017,0.483871,93,0.298701299,77,0.364864865,74,0.180555556,72,0.329,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,3.267883339,-0.981919556,0.383780077,-1.825071337,-1.151788839,0.411421461,-0.503601461,3.356466486,47.5466008854536
"61",3,78,"Samia Bugwe South","Busia",103253,2017,0.49,0.65,0.885245902,0.814814815,"PermaNet 2.0",0.449324324,0.837837838,0.605734767,0.888888889,0.491103203,0.825622776,0.692,"PermaNet 2.0","Jul-17",NA,195,2017,0.7261904,84,0.321428571,84,0.308641975,81,0.267605634,71,0.462,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,3.632922029,-1.18594567,0.390280031,-1.868419752,-1.33601221,0.0265309,-0.222126425,4.161435239,291.194194284742
"62",3,79,"Samia Bugwe North","Busia",103253,2017,0.49,0.65,1,0.878378378,"PermaNet 2.0",0.399399399,0.81981982,0.587412587,0.807692308,0.494736842,0.754385965,0.743,"PermaNet 2.0","Jul-17",NA,195,2017,0.5,90,0.405797101,69,0.395061728,81,0.484848485,66,0.524,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,3.632922029,-1.18594567,0.390280031,-1.868419752,-1.33601221,0.0265309,-0.222126425,1.252862218,45.3251935033868
"63",3,81,"Iganga Municipality","Iganga",103256,2017,0.49,0.65,0.670588235,0.719298246,"PermaNet 2.0",0.501886792,0.864150943,0.536679537,0.791505792,0.453846154,0.626923077,0.722,"PermaNet 2.0","Jul-17",NA,195,2017,0.1477273,88,0.051948052,77,0.024390244,82,0,73,0.109,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,3.23117164,-1.401304782,0.231896847,-1.625879136,-0.920101702,0.261199491,-0.205104992,14.94825248,9.02875991866415
"64",3,82,"Kigulu South","Iganga",103256,2017,0.49,0.65,0.872340426,0.707317073,"PermaNet 2.0",0.471631206,0.85106383,0.577922078,0.87012987,0.350157729,0.640378549,0.486,"PermaNet 2.0","Jul-17",NA,195,2017,0.5773196,97,0.3,80,0.340206186,97,0.25,72,0.198,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,3.23117164,-1.401304782,0.231896847,-1.625879136,-0.920101702,0.261199491,-0.205104992,8.339684843,112.901117158294
"65",3,84,"Luuka","Iganga",103256,2017,0.49,0.65,0.909090909,0.266666667,"PermaNet 2.0",0.4169279,0.902821317,0.584664537,0.900958466,0.529644269,0.909090909,0.763,"PermaNet 2.0","Jul-17",NA,195,2017,0.6516854,89,0.561643836,73,0.583333333,60,0.488095238,84,0.633,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,3.23117164,-1.401304782,0.231896847,-1.625879136,-0.920101702,0.261199491,-0.205104992,5.238490929,172.624301423576
"66",3,86,"Ngora","Kumi",103275,2017,0.49,0.65,0.722222222,0.192307692,"OlysetNet",0.476702509,0.935483871,0.584699454,0.800546448,0.522988506,0.873563218,0.797,"PermaNet 2.0","Jul-17",NA,195,2017,0.2560976,82,0.183486239,109,0.172043011,93,0.153061224,98,0.253,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,2.754094358,-2.162641039,-0.056727097,-0.487285114,-0.660400287,0.135373553,0.036960793,4.279136962,17.5579753475849
"67",3,88,"Budadri West","Mbale",103284,2017,0.49,0.65,0.882352941,0.644444444,"OlysetNet",0.473309609,0.93594306,0.526490066,0.864238411,0.505084746,0.813559322,0.526,"PermaNet 2.0","Jul-17",NA,195,2017,0.2531646,79,0.107142857,84,0.041666667,96,0.025,80,0.091,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,3.296696098,-2.195952774,-0.45366556,-0.678362884,-0.828865842,-0.197940387,0.148385755,15,29.0494283111852
"68",3,91,"Bunya West","Mayuge",103283,2017,0.49,0.65,0.971428571,0.352941176,"PermaNet 2.0",0.447811448,0.760942761,0.448916409,0.730650155,0.45,0.728125,0.624,"PermaNet 2.0","Jul-17",NA,195,2017,0.5783132,83,0.291666667,72,0.408602151,93,0.390804598,87,0.586,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,3.227447359,-0.613602958,0.229699644,-1.828609896,-1.278449238,0.097594433,-0.473211007,3.477343665,89.6186308595257
"69",3,95,"Bulambuli","Sironko",103300,2017,0.49,0.65,0.971428571,0.382352941,"OlysetNet",0.483636364,0.909090909,0.524344569,0.850187266,0.546468401,0.87732342,0.671,"PermaNet 2.0","Jul-17",NA,195,2017,0.2365591,93,0.180327869,61,0.026666667,75,0.130434783,92,0.108,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,3.095706452,-2.464573268,-0.587770026,-0.305418439,-0.50227511,-0.118834256,0.130733503,15,29.8773095074946
"70",3,98,"Bungokho South","Mbale",103284,2017,0.49,0.65,1,0.767857143,"PermaNet 2.0",0.503787879,0.943181818,0.538720539,0.838383838,0.346534653,0.636963696,0.496,"PermaNet 2.0","Jul-17",NA,195,2017,0.2597403,77,0.271604938,81,0.259259259,81,0.170731707,82,0.274,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,3.296696098,-2.195952774,-0.45366556,-0.678362884,-0.828865842,-0.197940387,0.148385755,5.50031912,21.1409802766097
"71",3,99,"Mbale Municipality","Mbale",103284,2017,0.49,0.65,1,0.243243243,"PermaNet 2.0",0.473309609,0.903914591,0.540145985,0.806569343,0.363636364,0.747933884,0.642,"PermaNet 2.0","Jul-17",NA,195,2017,0.0307692,65,0.052631579,76,0.014084507,71,0.038961039,77,0.092,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,3.296696098,-2.195952774,-0.45366556,-0.678362884,-0.828865842,-0.197940387,0.148385755,3.473203741,3.19012893139344
"72",3,101,"Bubulo East","Mbale",103284,2017,0.49,0.65,0.955555556,0.558139535,"OlysetNet",0.443333333,0.9,0.417417417,0.807807808,0.436305732,0.76433121,0.523,"PermaNet 2.0","Jul-17",NA,195,2017,0.2560976,82,0.119047619,84,0.083333333,72,0.13253012,83,0.266,0.340918971,0.561704822,2.112342094,0.311403205,0.565691471,1.872272399,3.296696098,-2.195952774,-0.45366556,-0.678362884,-0.828865842,-0.197940387,0.148385755,3.474000179,19.1180717917383
"73",4,6,"Isingiro North","Mbarara",103285,2017,0.49,0.65,0.954545455,0.880952381,"PermaNet 2.0",0.498127341,0.921348315,0.580152672,0.713740458,0.421641791,0.708955224,0.695,"PermaNet 3.0","Jul-17",NA,195,2017,0.1125,80,0.025,80,0.0125,80,0,75,0.012,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.085169221,0.490035026,-0.133685553,-1.447381674,-0.609622629,-0.000470121,-0.243443866,6.802268956,7.63572474418619
"74",4,9,"Kibanda","Masindi",103282,2017,0.49,0.65,0.851851852,0.5,"PermaNet 2.0",0.505703422,0.790874525,0.4609375,0.79296875,0.502202643,0.86784141,0.835,"PermaNet 3.0","Jul-17",NA,195,2017,0.4512195,82,0.328767123,73,0.347826087,69,0.306451613,62,0.449,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,3.064618224,-1.517285438,-0.57251896,-1.424209634,-0.628146606,0.221446026,-0.064315736,5.526202611,55.2276156046752
"75",4,14,"Bunyaruguru","Bushenyi",103252,2017,0.49,0.65,0.978947368,0.913978495,"OlysetNet",0.463414634,0.87804878,0.574468085,0.843971631,0.514018692,0.738317757,0.721,"PermaNet 3.0","Jul-17",NA,195,2017,0.1304348,69,0.081081081,74,0.012820513,78,0.038834951,103,0.031,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.384329351,0.543956957,-0.297619485,-1.673696106,-0.701611434,0.058273232,-0.351621285,7.245695582,8.68993781473631
"76",4,20,"Ruhaama","Ntungamo",103294,2017,0.49,0.65,1,0.058823529,"DawaNet",0.517509728,0.832684825,0.564013841,0.792387543,0.5,0.634751773,0.74,"PermaNet 3.0","Jul-17",NA,195,2017,0.25,72,0.083333333,84,0.05,80,0.024691358,81,0.038,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,1.990519842,0.725628797,-0.010574529,-1.305520532,-0.557125206,-0.074035487,-0.362517578,11.84495338,19.2341713326114
"77",4,27,"Busongora South","Kasese",103267,2017,0.49,0.65,1,0.369863014,"PermaNet 2.0",0.513513514,0.94980695,0.466431095,0.932862191,0.343283582,0.675373134,NA,"PermaNet 3.0","Jul-17",NA,195,2017,0.2210526,95,0.016949153,59,0.046153846,65,0.047058824,85,NA,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.67083956,0.13064217,-0.626800461,-1.835793106,-0.779028081,0.092930363,-0.304686825,4.159730588,14.3036638493293
"78",4,30,"Bugahya","Hoima",103255,2017,0.49,0.65,0.98,0.93877551,"PermaNet 2.0",0.450847458,0.827118644,0.483333333,0.770833333,0.544444444,0.888888889,0.668,"PermaNet 3.0","Jul-17",NA,195,2017,0.2840909,88,0.123076923,65,0.132352941,68,0.084507042,71,0.257,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.766026508,-1.013556666,-0.599220422,-1.51534868,-0.571764867,0.22498228,-0.190494503,10.64465124,25.0827841394431
"79",4,36,"Kyaka","Kyenjojo",103276,2017,0.49,0.65,1,0.931818182,"PermaNet 2.0",0.507633588,0.805343511,0.527131783,0.794573643,0.37254902,0.607843137,0.406,"PermaNet 3.0","Jul-17",NA,195,2017,0.3580247,81,0.141176471,85,0.136363636,66,0.045454545,66,0.125,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.683586481,-0.330723673,-0.726380844,-2.042241835,-0.448332536,0.316910357,-0.366186108,6.748017919,31.9945267052146
"80",4,38,"Burahya","Kabarole",103259,2017,0.49,0.65,0.973684211,0.945945946,"PermaNet 2.0",0.434640523,0.89869281,0.420138889,0.875,0.482352941,0.890196078,0.756,"PermaNet 3.0","Jul-17",NA,195,2017,0.1728395,81,0.028985507,69,0.027027027,74,0.014705882,68,0.092,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,3.022943734,-0.137865893,-0.981813387,-2.215396744,-0.821247699,0.22201976,-0.368233259,4.336976391,12.8231244642054
"81",4,43,"Ntoroko","Bundibugyo",103251,2017,0.49,0.65,0.890243902,0.356164384,"PermaNet 2.0",0.404255319,0.835866261,0.47005988,0.856287425,0.327645051,0.559726962,0.331,"PermaNet 3.0","Jul-17",NA,195,2017,0.2643678,87,0.08988764,89,0.077669903,103,0.053763441,93,0.114,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.580746356,-0.527091925,-0.600614046,-1.50198419,-0.554288099,0.208562441,-0.4734048,7.882515979,19.203542645071
"82",4,45,"Mwenge South","Kyenjojo",103276,2017,0.49,0.65,0.972972973,0.902777778,"PermaNet 2.0",0.490774908,0.778597786,0.494773519,0.790940767,0.362637363,0.615384615,0.472,"PermaNet 3.0","Jul-17",NA,195,2017,0.2954545,88,0.125,56,0.069444444,72,0.064935065,77,0.169,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.683586481,-0.330723673,-0.726380844,-2.042241835,-0.448332536,0.316910357,-0.366186108,11.977915,27.9451131607082
"83",4,49,"Mbarara Municipality","Mbarara",103285,2017,0.49,0.65,0.966666667,0.057471264,"PermaNet 2.0",0.627358491,0.877358491,0.57918552,0.85520362,0.453488372,0.647286822,NA,"PermaNet 3.0","Jul-17",NA,195,2017,0,76,0,53,0,63,0.012820513,78,NA,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.085169221,0.490035026,-0.133685553,-1.447381674,-0.609622629,-0.000470121,-0.243443866,6.003253237,1
"84",4,51,"Bugangaizi West","Kibale",103270,2017,0.49,0.65,0.974358974,0.460526316,"PermaNet 2.0",0.507633588,0.938931298,0.514522822,0.834024896,0.517985612,0.910071942,0.767,"PermaNet 3.0","Jul-17",NA,195,2017,0.4204545,88,0.135802469,81,0.169014085,71,0.098591549,71,0.235,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.817740943,-0.726461582,-0.641660125,-1.81789415,-0.42183137,0.299490368,-0.428818572,6.548558855,49.6477634947954
"85",4,59,"Bufumbira South","Kisoro",103272,2017,0.49,0.65,1,0.046511628,"DawaNet",0.509578544,0.835249042,0.521008403,0.857142857,0.519607843,0.712418301,0.846,"PermaNet 3.0","Jul-17",NA,195,2017,0.027027,74,0,72,0,69,0,84,0,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.649764481,0.998269682,0.123568997,-1.763089682,-0.554628797,-0.238093298,-0.361002398,15,3.247137717648
"86",4,60,"Kabale Municipality","Kabale",103258,2017,0.49,0.65,0.918032787,0.0625,"PermaNet 2.0",0.536290323,0.75,0.572815534,0.834951456,0.493775934,0.79253112,0.597,"PermaNet 3.0","Jul-17",NA,195,2017,0,82,0,62,0,65,0,63,0,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.257176723,0.716735372,0.235107316,-1.580660175,-0.625648276,-0.052080232,-0.346186227,15,1
"87",4,63,"Rubanda East","Kabale",103258,2017,0.49,0.65,1,0.935483871,"DawaNet",0.498127341,0.730337079,0.528384279,0.611353712,0.53046595,0.788530466,0.565,"PermaNet 3.0","Jul-17",NA,195,2017,0.0135135,74,0,80,0.016666667,60,0.014925373,67,0,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.257176723,0.716735372,0.235107316,-1.580660175,-0.625648276,-0.052080232,-0.346186227,6.829444525,1
"88",4,64,"Rubanda West","Kabale",103258,2017,0.49,0.65,1,0.784313725,"PermaNet 2.0",0.492592593,0.833333333,0.495495495,0.563063063,0.43495935,0.678861789,0.542,"PermaNet 3.0","Jul-17",NA,195,2017,0.012987,77,0,62,0,62,0,56,0.016,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.257176723,0.716735372,0.235107316,-1.580660175,-0.625648276,-0.052080232,-0.346186227,7.467351864,1
"89",4,65,"Rukiga South","Kabale",103258,2017,0.49,0.65,1,0.193181818,"PermaNet 2.0",0.538461538,0.777327935,0.677824268,0.924686192,0.57751938,0.790697674,0.537,"PermaNet 3.0","Jul-17",NA,195,2017,0.0240964,83,0,69,0,57,0,76,0,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.257176723,0.716735372,0.235107316,-1.580660175,-0.625648276,-0.052080232,-0.346186227,11.41431222,2.63235654668016
"90",4,70,"Soroti","Soroti",103301,2017,0.49,0.65,0.983333333,0.745762712,"PermaNet 2.0",0.40060241,0.78313253,0.501449275,0.875362319,0.390934844,0.628895184,0.575,"PermaNet 3.0","Jul-17",NA,195,2017,0.4137931,87,0.109756098,82,0.056818182,88,0.247863248,117,0.208,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.896717789,-2.067087381,-0.169077675,-0.942156559,-0.730111469,0.291954972,0.332245672,1.367863664,32.4160426376923
"91",4,72,"Butembe","Jinja",103257,2017,0.49,0.65,0.946666667,0.450704225,"PermaNet 2.0",0.461805556,0.857638889,0.445141066,0.670846395,0.496323529,0.856617647,0.605,"PermaNet 3.0","Jul-17",NA,195,2017,0.2359551,89,0.1,70,0.156626506,83,0.092307692,65,0.236,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,3.267883339,-0.981919556,0.383780077,-1.825071337,-1.151788839,0.411421461,-0.503601461,2.582148311,13.4567527817751
"92",4,75,"Bugabula","Kamuli",103263,2017,0.49,0.65,0.929824561,0.377358491,"PermaNet 2.0",0.505703422,0.711026616,0.520123839,0.656346749,0.412587413,0.716783217,0.678,"PermaNet 3.0","Jul-17",NA,195,2017,0.5675676,111,0.14084507,71,0.283950617,81,0.367816092,87,0.487,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.915139935,-1.470145128,0.286312813,-1.38142086,-0.813123749,0.371819448,-0.159814488,4.659951003,103.229541169166
"93",4,76,"Buzaaya","Kamuli",103263,2017,0.49,0.65,0.922222222,0.34939759,"PermaNet 2.0",0.471631206,0.606382979,0.613013699,0.839041096,0.546099291,0.812056738,0.814,"PermaNet 3.0","Jul-17",NA,195,2017,0.5206612,121,0.224719101,89,0.285714286,77,0.283783784,74,0.349,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.915139935,-1.470145128,0.286312813,-1.38142086,-0.813123749,0.371819448,-0.159814488,2.860868576,69.3156400887095
"94",4,77,"Busia Municipality","Busia",103253,2017,0.49,0.65,1,0,"PermaNet 2.0",0.658415842,0.772277228,0.418181818,0.672727273,0.363207547,0.75,0.506,"PermaNet 3.0","Jul-17",NA,195,2017,0.0947368,95,0.049180328,61,0.0125,80,0.061538462,65,0.058,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,3.632922029,-1.18594567,0.390280031,-1.868419752,-1.33601221,0.0265309,-0.222126425,1.875063097,4.13093716889524
"95",4,83,"Kigulu North","Iganga",103256,2017,0.49,0.65,1,0.25,"PermaNet 2.0",0.4375,0.710526316,0.486842105,0.868421053,0.433224756,0.801302932,0.569,"PermaNet 3.0","Jul-17",NA,195,2017,0.5670103,97,0.4,90,0.333333333,93,0.347222222,72,0.466,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,3.23117164,-1.401304782,0.231896847,-1.625879136,-0.920101702,0.261199491,-0.205104992,7.369993752,130.000805406025
"96",4,85,"Kumi","Kumi",103275,2017,0.49,0.65,0.795918367,0.692307692,"OlysetNet",0.392330383,0.814159292,0.561403509,0.80994152,0.463276836,0.81920904,0.808,"PermaNet 3.0","Jul-17",NA,195,2017,0.3783784,111,0.170212766,94,0.179775281,89,0.245098039,102,0.281,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.754094358,-2.162641039,-0.056727097,-0.487285114,-0.660400287,0.135373553,0.036960793,3.50292574,34.6264631177559
"97",4,89,"Tingey","Kapchorwa",103266,2017,0.49,0.65,0.916666667,0.727272727,"PermaNet 2.0",0.427652733,0.887459807,0.535825545,0.862928349,0.473520249,0.937694704,0.594,"PermaNet 3.0","Jul-17",NA,195,2017,0.027027,74,0.010869565,92,0.011111111,90,0,80,0,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.806436179,-2.591998182,-0.510944598,-0.030899023,-0.464447721,-0.079769376,0.204377047,4.968830932,3.18966570041929
"98",4,92,"Bunya East","Mayuge",103283,2017,0.49,0.65,1,0.404761905,"PermaNet 2.0",0.580786026,0.925764192,0.466666667,0.647619048,0.482758621,0.772413793,0.591,"PermaNet 3.0","Jul-17",NA,195,2017,0.7346939,98,0.285714286,63,0.398230088,113,0.393939394,66,0.583,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,3.227447359,-0.613602958,0.229699644,-1.828609896,-1.278449238,0.097594433,-0.473211007,5.279598048,373.259766272936
"99",4,94,"Bulamogi","Kamuli",103263,2017,0.49,0.65,0.828571429,0.482758621,"PermaNet 2.0",0.430420712,0.935275081,0.5,0.905228758,0.49068323,0.866459627,0.451,"PermaNet 3.0","Jul-17",NA,195,2017,0.7349398,83,0.308823529,68,0.417721519,79,0.630952381,84,0.549,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.915139935,-1.470145128,0.286312813,-1.38142086,-0.813123749,0.371819448,-0.159814488,3.46842532,225.966485799754
"100",4,96,"Kongasis","Kapchorwa",103266,2017,0.49,0.65,0.980392157,0.58,"PermaNet 2.0",0.40797546,0.766871166,0.438871473,0.774294671,0.38700565,0.788135593,0.506,"PermaNet 3.0","Jul-17",NA,195,2017,0,79,0,83,0.010989011,91,0,93,0,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.806436179,-2.591998182,-0.510944598,-0.030899023,-0.464447721,-0.079769376,0.204377047,7.257579082,1
"101",4,97,"Bungokho North","Mbale",103284,2017,0.49,0.65,0.886075949,0.528571429,"PermaNet 2.0",0.376770538,0.889518414,0.516923077,0.843076923,0.38658147,0.645367412,0.598,"PermaNet 3.0","Jul-17",NA,195,2017,0.2526316,95,0.082191781,73,0.065789474,76,0.0375,80,0.093,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,3.296696098,-2.195952774,-0.45366556,-0.678362884,-0.828865842,-0.197940387,0.148385755,9.761225535,22.7584278972208
"102",4,100,"Bukedea","Kumi",103275,2017,0.49,0.65,0.697368421,0.377358491,"PermaNet 2.0",0.376770538,0.847025496,0.56545961,0.924791086,0.564417178,0.966257669,0.828,"PermaNet 3.0","Jul-17",NA,195,2017,0.3873874,111,0.056179775,89,0.166666667,84,0.240963855,83,0.2,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.754094358,-2.162641039,-0.056727097,-0.487285114,-0.660400287,0.135373553,0.036960793,4.680892391,38.7454230513948
"103",4,103,"Manjia","Kampala",103262,2017,0.49,0.65,0.990196078,0.366336634,"OlysetNet",0.466666667,0.901754386,0.598039216,0.718954248,0.474522293,0.751592357,0.533,"PermaNet 3.0","Jul-17",NA,195,2017,0.0485437,103,0.0125,80,0,84,0,92,0.047,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.759363465,-0.29610856,0.581750977,-1.575393889,-0.783294239,0.15996872,-0.834928192,5.22143826,3.53437399667371
"104",4,104,"Budiope","Kamuli",103263,2017,0.49,0.65,1,0.924050633,"PermaNet 2.0",0.438943894,0.927392739,0.546052632,0.851973684,0.540540541,0.939189189,0.881,"PermaNet 3.0","Jul-17",NA,195,2017,0.7666667,90,0.392405063,79,0.513513514,111,0.651685393,89,0.547,0.340918971,0.561704822,2.112342094,0.483013286,0.482006596,1.625772453,2.915139935,-1.470145128,0.286312813,-1.38142086,-0.813123749,0.371819448,-0.159814488,3.914679125,484.122221346027
